000660;지정가;5;0;1.02;1.07;0.95;매수전
030000;지정가;7;0;1.05;1.10;0.50;매수전
047820;지정가;10;0;1.04;1.04;0.98;매수전
072520;지정가;5;0;1.01;1.11;0.98;매수전
079940;지정가;8;0;1.05;1.09;0.94;매수전
082850;지정가;10;0;1.05;1.05;0.90;매수전
003490;지정가;5;0;1.01;1.10;0.98;매수전
068270;지정가;9;0;1.00;1.00;0.90;매수전
007310;지정가;3;0;1.01;1.01;0.90;매수전
004370;지정가;7;0;1.01;1.01;0.90;매수전
